ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
82,82,Feng Liu,2013,Effect of a novel constructed drainage ditch on the P sorptio capacity of ditch soils in an agricultural headwater catachment in subtropical central China,,,,,Hunan,Changsha,0-5,,,ditch soils,,Anthrosols,,Inceptisols,Chinese soil system taxonomy,5.09,h2o,,,14.19,g/kg,,,46.9,,,,,492.1,2481,124.2,,,,11.85,0.588,625,mg/kg,1.327,L/mg,
83,83,Feng Liu,2013,Effect of a novel constructed drainage ditch on the P sorptio capacity of ditch soils in an agricultural headwater catachment in subtropical central China,,,,,Hunan,Changsha,5~15,,,ditch soils,,Anthrosols,,Inceptisols,Chinese soil system taxonomy,5.38,h2o,,,11,g/kg,,,47.9,,,,,454.4,2187.6,88.2,,,,8.41,0.522,421.4,mg/kg,3.088,L/mg,
84,84,Gang Xu,2014,Biochar had effects on phosphorus sorption and desorption in three soils with differing acidity,121.43,37.47,,,Shandong,Yantai,0-20,,,cropland,,Inceptisols,,Inceptisols,,3.83,h2o,,,22,g/kg,,,2,,27.9,,,730,854,,,,,,0.581,400,mg/kg,0.042,L/mg,no ref for fe/al
85,85,Gang Xu,2014,Biochar had effects on phosphorus sorption and desorption in three soils with differing acidity,121.43,37.47,,,Shandong,Yantai,0-20,,,cropland,,Inceptisols,,Inceptisols,,5.27,h2o,,,53,g/kg,,,12.5,,25.4,,,955,602,,,,,,0.412,476,mg/kg,0.055,L/mg,no ref for fe/al
86,86,Gang Xu,2014,Biochar had effects on phosphorus sorption and desorption in three soils with differing acidity,118.12,36.92,,,Shandong,Zibo,0-20,,,grassland,,Alfisol,,Alfisols,,8.33,h2o,,,14,g/kg,,,6.3,,76.5,,,400,744,,,,,,0.532,714,mg/kg,0.14,L/mg,no ref for fe/al
87,87,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Lanzhou bay,0-20,,,wetlands,,,,other,,8.1,h2o,,,5.7,g/kg,,,7.6,,,,61.4,1228,2814,,Loeppert and Inskeep 1996,,,,1.183,1059,mg/kg,0.07,L/mg,clay<5um
88,88,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Lanzhou bay,0-20,,,wetlands,,,,other,,8.4,h2o,,,2.4,g/kg,,,13,,,,106.6,556,1145,,Loeppert and Inskeep 1996,,,,0.481,386,mg/kg,0.09,L/mg,clay<5um
89,89,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Lanzhou bay,0-20,,,wetlands,,,,other,,8.2,h2o,,,6.9,g/kg,,,16.9,,,,98.6,575,1434,,Loeppert and Inskeep 1996,,,,0.525,522,mg/kg,0.16,L/mg,clay<5um
90,90,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Lanzhou bay,0-20,,,wetlands,,,,other,,8.1,h2o,,,8.4,g/kg,,,22.2,,,,88,837,2007,,Loeppert and Inskeep 1996,,,,0.505,764,mg/kg,0.11,L/mg,clay<5um
91,91,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Bohai bay,0-20,,,wetlands,,,,other,,8.6,h2o,,,11.5,g/kg,,,12.1,,,,87.1,848,2011,,Loeppert and Inskeep 1996,,,,1.183,1611,mg/kg,0.05,L/mg,clay<5um
92,92,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Bohai bay,0-20,,,wetlands,,,,other,,8,h2o,,,28.4,g/kg,,,6.4,,,,78.7,1898,4428,,Loeppert and Inskeep 1996,,,,1.886,1904,mg/kg,0.02,L/mg,clay<5um
93,93,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Bohai bay,0-20,,,wetlands,,,,other,,8.6,h2o,,,32.1,g/kg,,,10.9,,,,79.1,1109,2940,,Loeppert and Inskeep 1996,,,,1.716,2136,mg/kg,0.02,L/mg,clay<5um
94,94,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Bohai bay,0-20,,,wetlands,,,,other,,8.5,h2o,,,7.9,g/kg,,,10.2,,,,97.4,1208,3308,,Loeppert and Inskeep 1996,,,,1.131,1715,mg/kg,0.03,L/mg,clay<5um
95,95,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Liaodong bay,0-20,,,wetlands,,,,other,,8,h2o,,,16,g/kg,,,17.6,,,,77.2,1165,3209,,Loeppert and Inskeep 1996,,,,1.069,1279,mg/kg,0.09,L/mg,clay<5um
96,96,Gangxu,2022,Phosphorus sorption capacity in soils from freshwater restored coastal wetlands increased with restoration age,,,,,,Liaodong bay,0-20,,,wetlands,,,,other,,8.2,h2o,,,10.5,g/kg,,,10.4,,,,59.4,1234,3066,,Loeppert and Inskeep 1996,,,,1.044,1479,mg/kg,0.03,L/mg,clay<5um
97,97,Guangcai Zhang,2013,?????????????????????,123.57,41.83,123.57,41.83,Liaoning,????,0-20,,,cropland,,??,,Alfisols,,6.5,h2o,15.45,g/kg,,,,,,,,,,,,,,,,12.12,0.55,333.33,mg/kg,0.022,L/mg,
98,98,Guangrong Yang,2012,????????????????????????????,102.73,24.7,,,Yunnan,Jinning,0-20,,,cropland,,Ultisols,,Ultisols,,7.5,h2o,,,,,42.8,g/kg,,,,,,,,,,,,3.73,1.507,1381,mg/kg,0.1,L/mg,
99,99,Guangrong Yang,2012,????????????????????????????,102.77,24.83,,,Yunnan,Chenggong,0-20,,,cropland,,Ultisol,,Ultisols,,6.4,h2o,,,,,39.5,g/kg,,,,,,,,,,,,89.33,1.931,747,mg/kg,0.08,L/mg,
100,100,Guangrong Yang,2012,????????????????????????????,102.73,24.7,,,Yunnan,Jinning,0-20,,,cropland,,Ultisol,,Ultisols,,6.8,h2o,,,,,19.5,g/kg,,,,,,,,,,,,73.65,1.793,1154,mg/kg,0.13,L/mg,
101,101,Guangrong Yang,2012,????????????????????????????,102.77,24.83,,,Yunnan,Chenggong,0-20,,,cropland,,Ultisol,,Ultisols,,6.7,h2o,,,,,38.9,g/kg,,,,,,,,,,,,43.57,1.527,845,mg/kg,0.09,L/mg,
102,102,Guangrong Yang,2014,Efiect of Land Use on Soil Phosphorus Sorption-Desorption Under Intensive Agricultural Practices in Plastic-Film Greenhouses,102.73,24.7,,,Yunnan,Kunming,0-20,,,arable,rice,Ultisol,,Ultisols,USDA,7.5,h2o,,,42.8,g/kg,,,31.96,,36.03,,,,.,,,,,,1.51,1381,mg/kg,0.1,L/mg,
103,103,Guangrong Yang,2014,Efiect of Land Use on Soil Phosphorus Sorption-Desorption Under Intensive Agricultural Practices in Plastic-Film Greenhouses,102.73,24.7,,,Yunnan,Kunming,0-20,,,arable,vegetable,Ultisol,,Ultisols,USDA,6.4,h2o,,,39.5,g/kg,,,31.96,,38.03,,,,,,,,,,1.95,747,mg/kg,0.08,L/mg,
104,104,Guangrong Yang,2014,Efiect of Land Use on Soil Phosphorus Sorption-Desorption Under Intensive Agricultural Practices in Plastic-Film Greenhouses,102.77,24.83,,,Yunnan,Kunming,0-20,,,arable,vegetable,Ultisol,,Ultisols,USDA,6.7,h2o,,,19.5,g/kg,,,33.96,,37.08,,,,,,,,,,1.81,1154,mg/kg,0.13,L/mg,
105,105,Guangrong Yang,2014,Efiect of Land Use on Soil Phosphorus Sorption-Desorption Under Intensive Agricultural Practices in Plastic-Film Greenhouses,102.73,24.7,,,Yunnan,Kunming,0-20,,,arable,vegetable,Ultisol,,Ultisols,USDA,6.8,h2o,,,38.9,g/kg,,,31.96,,38.03,,,,,,,,,,1.54,845,mg/kg,0.09,L/mg,
106,106,Guangrong Yang,2014,Efiect of Land Use on Soil Phosphorus Sorption-Desorption Under Intensive Agricultural Practices in Plastic-Film Greenhouses,102.73,24.7,,,Yunnan,Kunming,0-20,,,arable,vegetable,Ultisol,,Ultisols,USDA,7,h2o,,,26.2,g/kg,,,31.96,,38.03,,,,,,,,,,1.35,897,mg/kg,0.13,L/mg,
107,107,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",133.56,47.75,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,6,,,,3.7,%,,,75.4,,,,,,,,,,,,1.224,2169,mg/kg,0.3,L/mg,
108,108,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",133.56,47.75,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,5.8,,,,1.6,%,,,72.7,,,,,,,,,,,,1.358,2151,mg/kg,0.17,L/mg,
109,109,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",133.63,47.79,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,5.4,,,,33.1,%,,,70.6,,,,,,,,,,,,1.953,2757,mg/kg,0.16,L/mg,
110,110,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",134.38,47.53,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,5.5,,,,15.6,%,,,44.9,,,,,,,,,,,,0.755,2205,mg/kg,0.11,L/mg,
111,111,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",133.17,47.21,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,5.2,,,,6.7,%,,,60.3,,,,,,,,,,,,0.684,1724,mg/kg,0.13,L/mg,
112,112,Guoping Wang,2007,"P sorption by freeze-thaw threated wetland soils derived from a winter cold zone(sanjiang plain, northeast China)",133.76,47.26,,,,Sanjiang plain,0-20,,,wetlands,,,,other,,5.6,,,,4.9,%,,,83.1,,,,,,,,,,,,0.507,2379,mg/kg,0.12,L/mg,
113,113,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.69,24.82,,,Yunnan,Duanqi,0-20,,,cropland,,Ferrisols,,Alfisols,IUSS,6.31,h2o,25.67036,g/kg,,,,,41.01,,46.76,,,,,,,,,62.54,3.47,323,mg/kg,0.03,L/mg,
114,114,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.35,24.73,,,Yunnan,Zhuyuan,0-20,,,cropland,,Ferrisols,,Alfisols,IUSS,6.51,h2o,24.89456,g/kg,,,,,41.97,,41.54,,,,,,,,,35.18,3.98,333,mg/kg,0.05,L/mg,
115,115,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",101.5,25.07,,,Yunnan,Guanyinshan,0-20,,,cropland,,Ferrisols,,Alfisols,IUSS,6.93,h2o,26.48064,g/kg,,,,,40.4,,41.62,,,,,,,,,29.03,3.52,370,mg/kg,0.07,L/mg,
116,116,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.7,24.7,,,Yunnan,Liushudun,0-20,,,cropland,,Gleysols,,Mollisols,IUSS,6.27,h2o,28.54944,g/kg,,,,,32.21,,53.26,,,,,,,,,99.28,1.56,417,mg/kg,0.08,L/mg,
117,117,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",103.69,27.05,,,Yunnan,Niulan,0-20,,,tree plantation,,Gleysols,,Mollisols,IUSS,6.4,h2o,42.03112,g/kg,,,,,28.84,,52.27,,,,,,,,,42.32,1.63,417,mg/kg,0.12,L/mg,
118,118,Haichao Guo,2008,???????????????????????,119.62,29.01,,,Zhejiang,Jinhua,0-20,,,paddy soil,,?????,,Inceptisols,,4.81,,,,,,,,,,,,,,,,,,,4.35,0.255,377.09,mg/kg,4.62,L/mg,no data on som
119,119,Haichao Guo,2008,???????????????????????,119.62,29.01,,,Zhejiang,Jinhua,0-20,,,paddy soil,,?????,,Inceptisols,,4.87,,,,,,,,,,,,,,,,,,,6.88,0.261,379.79,mg/kg,1.8,L/mg,no data on som
120,120,Haichao Guo,2008,???????????????????????,119.62,29.01,,,Zhejiang,Jinhua,0-20,,,paddy soil,,?????,,Inceptisols,,4.75,,,,,,,,,,,,,,,,,,,16.92,0.329,300.63,mg/kg,0.85,L/mg,no data on som
121,121,Haitao Zhang,2008,?????????????????-?????,115.65,39.02,,,Hebei,Baoding,0-20,,,cropland,,???,Inceptisols,Inceptisols,,7.8,h2o,10.08,g/kg,,,,,,,,,,,,,,,,25.2,0.801,333.3333333,mg/kg,0.018181818,L/mg,
122,122,Haitao Zhang,2008,?????????????????-?????,115.65,39.02,,,Hebei,Baoding,0-20,,,cropland,,???,Inceptisols,Inceptisols,,7.8,h2o,12.34,g/kg,,,,,,,,,,,,,,,,123,1.5,285.7142857,mg/kg,0.019146608,L/mg,
123,123,Haitao Zhang,2008,?????????????????-?????,115.65,39.02,,,Hebei,Baoding,0-20,,,cropland,,???,Inceptisols,Inceptisols,,7.7,h2o,15.85,g/kg,,,,,,,,,,,,,,,,317,2.177,270.2702703,mg/kg,0.009296482,L/mg,
124,124,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,6.7,h2o,,,4.4,g/kg,,,32,,,,49.2,,,,,,,79.4,0.75,800,mg/kg,0.059,L/mg,adsorption after additional carbon incubation
125,125,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,6.6,h2o,,,6.5,g/kg,,,32,,,,46.5,,,,,,,71,0.7,901,mg/kg,0.061,L/mg,adsorption after additional carbon incubation
126,126,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,6.9,h2o,,,14.3,g/kg,,,32,,,,50.7,,,,,,,59.5,0.73,1050,mg/kg,0.092,L/mg,adsorption after additional carbon incubation
127,127,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,6.8,h2o,,,26.4,g/kg,,,20,,,,48.4,,,,,,,33,0.75,1266,mg/kg,0.11,L/mg,adsorption after additional carbon incubation
128,128,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,6.6,h2o,,,31.1,g/kg,,,20,,,,45.9,,,,,,,37.1,0.78,1152,mg/kg,0.087,L/mg,adsorption after additional carbon incubation
129,129,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,7,h2o,,,41.8,g/kg,,,20,,,,51.1,,,,,,,38.2,0.81,1136,mg/kg,0.063,L/mg,adsorption after additional carbon incubation
130,130,HaiyongXia,2009,????????????????????-???????,117.65,35.5,,,Shandong,Pingyi,0-20,,,,,???,,Inceptisols,Fluvisols,7.2,h2o,,,44.2,g/kg,,,20,,,,52.8,,,,,,,76.2,0.88,1031,mg/kg,0.06,L/mg,adsorption after additional carbon incubation
131,131,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7.1,h2o,,,8.8,g/kg,,,40,,,,63.4,,,,,,,32,0.69,1580,mg/kg,0.085,L/mg,adsorption after additional carbon incubation
132,132,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,6.8,h2o,,,15,g/kg,,,40,,,,60,,,,,,,12.7,0.63,1616,mg/kg,0.09,L/mg,adsorption after additional carbon incubation
133,133,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7,h2o,,,23.3,g/kg,,,35,,,,62.5,,,,,,,10.1,0.67,1733,mg/kg,0.108,L/mg,adsorption after additional carbon incubation
134,134,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7.1,h2o,,,30.5,g/kg,,,32,,,,63.7,,,,,,,7.5,0.69,1767,mg/kg,0.122,L/mg,adsorption after additional carbon incubation
135,135,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7.2,h2o,,,43.3,g/kg,,,30,,,,64.3,,,,,,,7.5,0.72,1842,mg/kg,0.137,L/mg,adsorption after additional carbon incubation
136,136,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7.3,h2o,,,50,g/kg,,,27,,,,65.6,,,,,,,12.7,0.74,1812,mg/kg,0.108,L/mg,adsorption after additional carbon incubation
137,137,HaiyongXia,2009,????????????????????-???????,118.07,34.86,,,Shandong,Cangshan,0-20,,,,,????,,Mollisols,Phaeozems,7.6,h2o,,,53.8,g/kg,,,26,,,,66.1,,,,,,,18.9,0.77,1754,mg/kg,0.103,L/mg,adsorption after additional carbon incubation
138,138,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,100.23,26.92,100.23,26.92,,Lijiang,,,,,rural areas,,,other,,5.45,h2o,11.12,g/kg,,,,,,,,,,2679,4764,,"Pierzynski, 2000",,,,1.193,1431,mg/kg,0.048,L/mg,
139,139,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,115.81,27.48,115.81,27.48,,Jiangxi,,,,,rural areas,,,other,,6.06,h2o,49.5,g/kg,,,,,,,,,,1042,6453,,"Pierzynski, 2000",,,,0.93,489,mg/kg,0.055,L/mg,
140,140,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,123.57,41.83,123.57,41.83,Liaoning,Haerbin,,,,,rural areas,,,other,,6.4,h2o,51.5,g/kg,,,,,,,,,,1653,1671,,"Pierzynski, 2000",,,,0.44,851,mg/kg,0.0158,L/mg,
141,141,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,115.79,39.75,115.79,39.75,Beijing ,Beijing,,,,,rural areas,Inceptisols,,other,,8.05,h2o,30.2,g/kg,,,,,,,,,,708,938,,"Pierzynski, 2000",,,,0.66,314,mg/kg,0.152,L/mg,
142,142,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,112.56,38.73,112.56,38.73,Shanxi,Taiyuan,,,,,rural areas,,,other,,8.1,h2o,49.7,g/kg,,,,,,,,,,585,610,,"Pierzynski, 2000",,,,0.71,320,mg/kg,0.033,L/mg,
143,143,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,86.73,45.32,86.73,45.32,Xinjiang,Xinjiang,,,,,rural areas,,,other,,8.16,h2o,25.8,g/kg,,,,,,,,,,425,609,,"Pierzynski, 2000",,,,0.69,256,mg/kg,0.0298,L/mg,
144,144,Hanwen Liang,2010,Evaluation of phosphorus removal from wastewater by soils in rural areas in China,109.37,29.33,117.52,39.6,Tianjin,Tianjin,,,,,rural areas,,,other,,8.45,h2o,56,g/kg,,,,,,,,,,1054,3947,,"Pierzynski, 2000",,,,0.66,1598,mg/kg,0.042,L/mg,
145,145,Huibin Li,2013,???????????????,112.72,26.71,,,Heilongjiang,Fuyuan,,,,cropland,beans,,,Alfisols,,4.91,h2o,115.25,g/kg,,,,,,,,,,,,,,,,34.84,2.26,909.09,mg/kg,0.5,L/mg,
146,146,Huibin Li,2013,???????????????,113,26.72,,,Heilongjiang,Fuyuan,,,,cropland,beans,,,Alfisols,,4.77,h2o,89.71,g/kg,,,,,,,,,,,,,,,,30.58,1.56,909.09,mg/kg,0.579,L/mg,
147,147,Huibin Li,2013,???????????????,112.58,25.93,,,Heilongjiang,Fuyuan,,,,cropland,beans,,,Alfisols,,4.68,h2o,84.06,g/kg,,,,,,,,,,,,,,,,36.57,2.19,1000,mg/kg,0.476,L/mg,
148,148,Huibin Li,2013,???????????????,112.59,25.76,,,Heilongjiang,Fuyuan,,,,cropland,beans,,,Alfisols,,4.59,h2o,65.21,g/kg,,,,,,,,,,,,,,,,38.11,2.28,909.09,mg/kg,0.478,L/mg,
149,149,Huibin Li,2013,???????????????,134.13,47.68,,,Heilongjiang,Fuyuan,,,,cropland,beans,,,Alfisols,,4.55,h2o,47.58,g/kg,,,,,,,,,,,,,,,,42.77,2.24,790.59,mg/kg,0.343,L/mg,
150,150,HuiYan,2013,????????????????????,109.37,29.33,109.37,29.33,Hunan,????,0-20,,,cropland,tobacco,?????,,other,,8,h2o,24.91,g/kg,,,,,,,,,,,,,,,,41.9,0.88,416.67,mg/kg,0.042,L/mg,
151,151,HuiYan,2013,????????????????????,112.72,26.71,112.72,26.71,Hunan,????,0-20,,,cropland,tobacco,?????,,other,,7.86,h2o,30.76,g/kg,,,,,,,,,,,,,,,,28.95,0.53,500,mg/kg,0.055,L/mg,
152,152,HuiYan,2013,????????????????????,113,26.72,113,26.72,Hunan,????,0-20,,,cropland,tobacco,??????,,other,,6.41,h2o,36.9,g/kg,,,,,,,,,,,,,,,,28.19,0.8,588.24,mg/kg,0.072,L/mg,
153,153,HuiYan,2013,????????????????????,112.58,25.93,112.58,25.93,Hunan,????,0-20,,,cropland,tobacco,???,,other,,7.82,h2o,56.78,g/kg,,,,,,,,,,,,,,,,36.95,1.14,714.29,mg/kg,0.066,L/mg,
154,154,HuiYan,2013,????????????????????,112.59,25.76,112.59,25.76,Hunan,????,0-20,,,cropland,tobacco,???,,other,,8.05,h2o,48.23,g/kg,,,,,,,,,,,,,,,,21.14,0.88,666.67,mg/kg,0.049,L/mg,
155,155,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.32,23.36,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,Ultisols,,5.92,h2o,26.38,g/kg,,,,,27,,52.4,,,,,,,,,109.8,1.64,434.78,mg/kg,0.03,L/mg,soil type inaccurate
156,156,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.45,22.93,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.05,h2o,37.84,g/kg,,,,,19,,48.4,,,,,,,,,228.71,2.59,909.09,mg/kg,0.017,L/mg,soil type inaccurate
157,157,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.47,23.35,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.83,h2o,20.57,g/kg,,,,,25,,28.8,,,,,,,,,13.8,0.87,666.67,mg/kg,0.056,L/mg,soil type inaccurate
158,158,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.53,22.74,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.61,h2o,20.53,g/kg,,,,,25,,48.4,,,,,,,,,101.27,1.42,666.67,mg/kg,0.033,L/mg,soil type inaccurate
159,159,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.11,23.53,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.04,h2o,17.36,g/kg,,,,,29.4,,51.4,,,,,,,,,179.35,1.75,526.32,mg/kg,0.023,L/mg,soil type inaccurate
160,160,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.85,23.44,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,6.46,h2o,14.26,g/kg,,,,,22.2,,41.2,,,,,,,,,119.67,1.35,312.5,mg/kg,0.064,L/mg,soil type inaccurate
161,161,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,113.74,23.18,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,6.14,h2o,11.83,g/kg,,,,,19.4,,41.6,,,,,,,,,74.35,0.96,588.24,mg/kg,0.039,L/mg,soil type inaccurate
162,162,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,112.74,23.28,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,fluvi-aquic soils,Inceptisols,,7.23,h2o,27.83,g/kg,,,,,13.8,,46,,,,,,,,,167.04,2.07,142.86,mg/kg,0.123,L/mg,soil type inaccurate
163,163,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,112.06,24.08,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.87,h2o,18.55,g/kg,,,,,15.8,,46.6,,,,,,,,,106.98,1.33,312.5,mg/kg,0.079,L/mg,soil type inaccurate
164,164,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,112.63,22.96,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,5.12,h2o,25.22,g/kg,,,,,19.8,,38.2,,,,,,,,,179.74,1.86,500,mg/kg,0.018,L/mg,soil type inaccurate
165,165,Jianfeng Ning,2022,Phosphorus status and adsorption characteristics of perennial vegetable cultivated soils in south China,112.55,22.9,,,Guangdong,,0-20,,,cropland,vegretable,Ultisols,,other,,6.04,h2o,13.21,g/kg,,,,,23.2,,48.6,,,,,,,,,111.75,1.57,312.5,mg/kg,0.041,L/mg,soil type inaccurate
166,166,Jianmei Geng,2009,???????????????,110.3,19.06,,,Hainan,dongping,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.43,h2o,21.9,g/kg,,,,,,,,,,,,,,,,1.21,0.32,769.23,mg/kg,1.44,L/mg,no clay data
167,167,Jianmei Geng,2009,???????????????,110.29,19.15,,,Hainan,jialai,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.05,h2o,17.9,g/kg,,,,,,,,,,,,,,,,2.9,0.33,555.56,mg/kg,0.86,L/mg,no clay data
168,168,Jianmei Geng,2009,???????????????,109.7,19.71,,,Hainan,hongguang,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.45,h2o,24.6,g/kg,,,,,,,,,,,,,,,,0.91,0.61,714.28,mg/kg,1.17,L/mg,no clay data
169,169,Jianmei Geng,2009,???????????????,109.92,19.74,,,Hainan,hongming,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.63,h2o,30,g/kg,,,,,,,,,,,,,,,,1.09,1.28,833.33,mg/kg,1.71,L/mg,no clay data
170,170,Jianmei Geng,2009,???????????????,109.96,19.35,,,Hainan,zhongkun,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.54,h2o,15.7,g/kg,,,,,,,,,,,,,,,,3.11,0.51,909.09,mg/kg,0.09,L/mg,no clay data
171,171,Jianmei Geng,2009,???????????????,110.19,18.85,,,Hainan,xinzhong,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.86,h2o,22.4,g/kg,,,,,,,,,,,,,,,,1.99,0.26,666.67,mg/kg,1.25,L/mg,no clay data
172,172,Jianmei Geng,2009,???????????????,109.7,18.55,,,Hainan,nanmao,0-20,,,cropland,rubber plantation,????,,Ultisols,,4.7,h2o,16.7,g/kg,,,,,,,,,,,,,,,,2.54,0.41,769.23,mg/kg,0.18,L/mg,no clay data
