ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
826,844,Yaqun Qiu,2013,??????????????????,112.1,26.8,,,Hunan,Qidong,0-20,,,cropland,,?????,,Inceptisols,,5.59,h2o,1.41,g/kg,,,,,39,,,,,,,,,,,2.32,0.08,138.9,mg/kg,0.169,L/mg,
827,845,Yaqun Qiu,2013,??????????????????,112.1,26.8,,,Hunan,Qidong,0-20,,,paddy soil,,?????,,Inceptisols,,5.89,h2o,1.68,g/kg,,,,,33,,,,,,,,,,,4.36,0.17,116.3,mg/kg,0.039,L/mg,
828,846,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Shizuishan,0-20,,,cropland,,???,,Aridisols,,8.32,h2o,15,g/kg,,,,,,,,,102,,,,,,,10.7,,317.3,mg/kg,0.132,L/mg,no total P data
829,847,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Shizuishan,0-20,,,cropland,,???,,Aridisols,,7.93,h2o,13,g/kg,,,,,,,,,129,,,,,,,22.7,,368.3,mg/kg,0.078,L/mg,no total P data
830,848,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Shizuishan,0-20,,,cropland,,???,,Aridisols,,7.93,h2o,14,g/kg,,,,,,,,,125,,,,,,,15.3,,370,mg/kg,0.08,L/mg,no total P data
831,849,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Shizuishan,0-20,,,cropland,,???,,Aridisols,,8.3,h2o,13,g/kg,,,,,,,,,130,,,,,,,15,,505.7,mg/kg,0.08,L/mg,no total P data
832,850,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Shizuishan,0-20,,,cropland,,???,,Aridisols,,7.93,h2o,14,g/kg,,,,,,,,,136,,,,,,,14.9,,517,mg/kg,0.075,L/mg,no total P data
833,851,Yimin Zhang,1993,??????????????,106.37,38.86,,,Ningxia,Shizuishan,0-20,,,cropland,,????,,Alfisols,,8.81,h2o,5.6,g/kg,,,,,,,,,101,,,,,,,6.9,,296.7,mg/kg,0.17,L/mg,no total P data
834,852,Yimin Zhang,1993,??????????????,106.67,39.1,,,Ningxia,Yinchuan,0-20,,,cropland,,????,,Alfisols,,9.44,h2o,11,g/kg,,,,,,,,,130,,,,,,,10.4,,441.8,mg/kg,0.117,L/mg,no total P data
835,853,Yimin Zhang,1993,??????????????,106.72,39.13,,,Ningxia,Yinchuan,0-20,,,cropland,,????,,Inceptisols,,8,h2o,8.8,g/kg,,,,,,,,,151,,,,,,,17.4,,653.8,mg/kg,0.117,L/mg,no total P data
836,854,Yinfen Dai,2016,????????????-?????????????????,102.86,25.05,,,Yunnan,Kunming,,,,,hill soil,,,other,,6.35,h2o,16.5,g/kg,,,,,,,,,,,,,,,,6.85,4.7,1265.82,mg/kg,0.2015,L/mg,
837,855,Ying Yu,2021,???????????????????,113.64,28.17,,,Hunan,Liuyang,,,,cropland,tobacco,,,Inceptisols,,7.1,h2o,27.98,g/kg,,,,,,,,,,,,,,,,49.4,0.91,698.3,mg/kg,0.068,L/mg,
838,856,Ying Yu,2021,???????????????????,113.64,28.17,,,Hunan,Liuyang,,,,cropland,tobacco,,,Inceptisols,,6.7,h2o,23.26,g/kg,,,,,,,,,,,,,,,,65.7,0.94,775.5,mg/kg,0.028,L/mg,
839,857,Ying Yu,2021,???????????????????,111.35,25.27,,,Hunan,Jiangyong,,,,cropland,tobacco,,,Alfisols,,7.1,h2o,21.58,g/kg,,,,,,,,,,,,,,,,40.2,0.95,694.2,mg/kg,0.083,L/mg,
840,858,Ying Yu,2021,???????????????????,111.35,25.27,,,Hunan,Jiangyong,,,,cropland,tobacco,,,Alfisols,,7.6,h2o,19.59,g/kg,,,,,,,,,,,,,,,,53.1,1.02,804.6,mg/kg,0.088,L/mg,
841,859,Ying Yu,2021,???????????????????,110.53,29.12,,,Hunan,Yongding,,,,cropland,tobacco,,,Inceptisols,,5.9,h2o,13.25,g/kg,,,,,,,,,,,,,,,,37.4,1.04,849.8,mg/kg,0.145,L/mg,
842,860,Ying Yu,2021,???????????????????,110.53,29.12,,,Hunan,Yongding,,,,cropland,tobacco,,,Inceptisols,,5.6,h2o,15.36,g/kg,,,,,,,,,,,,,,,,43.9,0.67,657.8,mg/kg,0.138,L/mg,
843,861,Ying Yu,2021,???????????????????,109.41,29.72,,,Hunan,Longshan,,,,cropland,tobacco,,,Inceptisols,,7,h2o,26.83,g/kg,,,,,,,,,,,,,,,,66.8,1.37,825.9,mg/kg,0.026,L/mg,
844,862,Ying Yu,2021,???????????????????,109.41,29.72,,,Hunan,Longshan,,,,cropland,tobacco,,,Inceptisols,,6.6,h2o,26.12,g/kg,,,,,,,,,,,,,,,,87.4,1.5,750.9,mg/kg,0.029,L/mg,
845,863,Yishan Yang,2021,??????????????????????????,110.18,20.33,,,Guangdong,Zhanjiang,,,,,,,,Ultisols,,8.87,h2o,15.4,g/kg,,,,,24,,,,,,,,,,,1.6,,3333.333333,mg/kg,0.008571429,L/mg,
846,864,Yishan Yang,2021,??????????????????????????,115.73,38.24,,,Hebei,Hengshui,,,,,,,,Ultisols,,4.98,h2o,4.6,g/kg,,,,,6,,,,,,,,,,,3.3,,2000,mg/kg,0.00234852,L/mg,
847,865,YiXiao,2015,???????????????????????,103.63,29.26,,,Sichuan,Leshan,0-15,,,forest,,?????,,Inceptisols,,4.17,h2o,17.61,g/kg,,,,,8.14,,18.3,,,,,,,,,2.08,0.653,320.82,mg/kg,0.06,L/mg,
848,866,YiXiao,2015,???????????????????????,103.63,29.26,,,Sichuan,Leshan,0-15,,,cropland,,?????,,Inceptisols,,5.39,h2o,15.82,g/kg,,,,,2.03,,19.1,,,,,,,,,10.8,0.668,246.02,mg/kg,0.04,L/mg,
849,867,YiXiao,2015,???????????????????????,108.04,30.33,,,Sichuan,Zhongxian,0-15,,,forest,,?????,,Inceptisols,,6.53,h2o,18.01,g/kg,,,,,6.1,,43.1,,,,,,,,,6.54,0.52,571.45,mg/kg,0.07,L/mg,
850,868,YiXiao,2015,???????????????????????,108.04,30.33,,,Sichuan,Zhongxian,0-15,,,cropland,,?????,,Inceptisols,,6.24,h2o,16.85,g/kg,,,,,3.66,,47.9,,,,,,,,,17.71,0.816,394.36,mg/kg,0.18,L/mg,
851,869,YiXiao,2015,???????????????????????,105.38,31.2,,,Sichuan,Yanting,0-15,,,fore,,??????,,Inceptisols,,8.18,h2o,26.36,g/kg,,,,,14.4,,23.9,,,,,,,,,2.84,0.336,615.81,mg/kg,0.18,L/mg,
852,870,YiXiao,2015,???????????????????????,105.38,31.2,,,Sichuan,Yanting,0-15,,,cropland,,??????,,Inceptisols,,8.36,h2o,10.13,g/kg,,,,,20.38,,32.8,,,,,,,,,6.71,0.302,454.55,mg/kg,0.05,L/mg,
853,871,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,2.535,g/kg,,,,,13.18,,2.08,,,,,,,,,,0.157,160.1,mg/kg,0.05229,L/mg,no ph data
854,872,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,5.18,g/kg,,,,,16.5,,10.49,,,,,,,,,,0.108,533.7,mg/kg,0.02513,L/mg,no ph data
855,873,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,5.991,g/kg,,,,,29.11,,20.49,,,,,,,,,,0.168,500.6,mg/kg,0.08651,L/mg,no ph data
856,874,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,6.053,g/kg,,,,,36.4,,23.19,,,,,,,,,,0.293,600.5,mg/kg,0.06869,L/mg,no ph data
857,875,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,9.942,g/kg,,,,,53.81,,44.07,,,,,,,,,,0.276,2005,mg/kg,0.04319,L/mg,no ph data
858,876,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,4.942,g/kg,,,,,14.66,,2.5,,,,,,,,,,0.198,222.5,mg/kg,0.04919,L/mg,no ph data
859,877,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,5.814,g/kg,,,,,17,,10.17,,,,,,,,,,0.206,449.3,mg/kg,0.0423,L/mg,no ph data
860,878,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,9.534,g/kg,,,,,29.07,,21.36,,,,,,,,,,0.286,592.3,mg/kg,0.08884,L/mg,no ph data
861,879,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,10.22,g/kg,,,,,43.25,,22.85,,,,,,,,,,0.34,836.4,mg/kg,0.07203,L/mg,no ph data
862,880,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,8.727,g/kg,,,,,52.78,,43.06,,,,,,,,,,0.339,2290,mg/kg,0.03141,L/mg,no ph data
863,881,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,8.02,g/kg,,,,,14.72,,3.19,,,,,,,,,,0.597,367.8,mg/kg,0.01971,L/mg,no ph data
864,882,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,9.822,g/kg,,,,,18.31,,11.18,,,,,,,,,,0.588,518.1,mg/kg,0.03707,L/mg,no ph data
865,883,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,12.631,g/kg,,,,,27.48,,22.09,,,,,,,,,,0.594,677,mg/kg,0.05915,L/mg,no ph data
866,884,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,14.407,g/kg,,,,,44.13,,21.61,,,,,,,,,,0.583,830.8,mg/kg,0.06224,L/mg,no ph data
867,885,Yunhong Zhang,2019,Phosphorus adsorption and desorption characteristics of different textural fluvo-aquic soils under long-term fertilization,113.68,35.04,,,Henan,kaifeng,0-20,,,cropland,wheat-maize,fluvo-aquic soils(calcaric cambisol),,Inceptisols,FAO,,,16.395,g/kg,,,,,51.8,,39.99,,,,,,,,,,0.645,1560,mg/kg,0.04831,L/mg,no ph data
868,886,Yusef KIANPOOR KALKHAJEH,2021,Phosphorus accumulation and leaching risk of greenhouse vegetable soils in Southeast China,,,,,Jiangsu,Tongshan,0-10,,,cropland,vegretable,Ustic Cambosols (Entisols),,Entisols,,7.73,h2o,,,33.21,g/kg,,,7.95,,,,,300,897,,"Schoumans, 2009",,,,2.17,73,mg/kg,0.014,L/mg,
869,887,Yusef KIANPOOR KALKHAJEH,2021,Phosphorus accumulation and leaching risk of greenhouse vegetable soils in Southeast China,,,,,Jiangsu,Tongshan,0-10,,,cropland,vegretable,Ustic Cambosols (Entisols),,Entisols,,8.21,h2o,,,27.95,g/kg,,,8,,,,,351,918,,"Schoumans, 2009",,,,2,103,mg/kg,0.032,L/mg,
870,888,Yusef KIANPOOR KALKHAJEH,2021,Phosphorus accumulation and leaching risk of greenhouse vegetable soils in Southeast China,,,,,Jiangsu,Tongshan,0-10,,,cropland,vegretable,Ustic Cambosols (Entisols),,Entisols,,8.16,h2o,,,30.58,g/kg,,,7.598,,,,,467,1100,,"Schoumans, 2009",,,,1.78,108,mg/kg,0.066,L/mg,
871,889,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.61,30.45,,,,hangzhou,0-10,,,sediment,,,,other,,,,10.54,g/kg,,,,,,,,,,,,,,,,,0.623,508.6,mg/kg,0.105,L/mg,no ph no clay
872,890,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.54,30.28,,,,hangzhou,0-10,,,sediment,,,,other,,,,9.11,g/kg,,,,,,,,,,,,,,,,,0.175,231.8,mg/kg,0.143,L/mg,no ph no clay
873,891,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.14,30.26,,,,hangzhou,0-10,,,sediment,,,,other,,,,69.38,g/kg,,,,,,,,,,,,,,,,,0.699,544.3,mg/kg,0.332,L/mg,no ph no clay
874,892,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.13,30.24,,,,hangzhou,0-10,,,sediment,,,,other,,,,310.23,g/kg,,,,,,,,,,,,,,,,,0.919,407.5,mg/kg,0.685,L/mg,no ph no clay
875,893,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.05,30.28,,,,hangzhou,0-10,,,sediment,,,,other,,,,18.99,g/kg,,,,,,,,,,,,,,,,,0.169,415.6,mg/kg,0.792,L/mg,no ph no clay
876,894,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.05,30.27,,,,hangzhou,0-10,,,sediment,,,,other,,,,30.85,g/kg,,,,,,,,,,,,,,,,,0.493,428.7,mg/kg,0.36,L/mg,no ph no clay
877,895,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.77,30.24,,,,hangzhou,0-10,,,sediment,,,,other,,,,89.69,g/kg,,,,,,,,,,,,,,,,,0.665,549.8,mg/kg,0.106,L/mg,no ph no clay
878,896,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.76,30.23,,,,hangzhou,0-10,,,sediment,,,,other,,,,15.92,g/kg,,,,,,,,,,,,,,,,,0.468,273.4,mg/kg,0.386,L/mg,no ph no clay
879,897,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.21,30.49,,,,hangzhou,0-10,,,sediment,,,,other,,,,20.64,g/kg,,,,,,,,,,,,,,,,,0.581,391.6,mg/kg,0.423,L/mg,no ph no clay
880,898,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.11,30.46,,,,hangzhou,0-10,,,sediment,,,,other,,,,40.4,g/kg,,,,,,,,,,,,,,,,,0.595,382.2,mg/kg,0.676,L/mg,no ph no clay
881,899,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.08,30.3,,,,hangzhou,0-10,,,sediment,,,,other,,,,32.17,g/kg,,,,,,,,,,,,,,,,,0.431,547.5,mg/kg,0.482,L/mg,no ph no clay
882,900,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.99,31.05,,,,huzhou,0-10,,,sediment,,,,other,,,,9,g/kg,,,,,,,,,,,,,,,,,0.172,324.7,mg/kg,0.274,L/mg,no ph no clay
883,901,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.96,31.09,,,,huzhou,0-10,,,sediment,,,,other,,,,46.82,g/kg,,,,,,,,,,,,,,,,,0.457,429.6,mg/kg,0.48,L/mg,no ph no clay
884,902,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.9,30.14,,,,huzhou,0-10,,,sediment,,,,other,,,,24.87,g/kg,,,,,,,,,,,,,,,,,0.595,354.3,mg/kg,1.215,L/mg,no ph no clay
885,903,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.88,30.15,,,,huzhou,0-10,,,sediment,,,,other,,,,40.45,g/kg,,,,,,,,,,,,,,,,,0.851,438.4,mg/kg,0.534,L/mg,no ph no clay
886,904,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.86,30.16,,,,huzhou,0-10,,,sediment,,,,other,,,,18.41,g/kg,,,,,,,,,,,,,,,,,0.293,652.4,mg/kg,0.465,L/mg,no ph no clay
887,905,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",119.03,30.52,,,,huzhou,0-10,,,sediment,,,,other,,,,29.91,g/kg,,,,,,,,,,,,,,,,,0.552,335.7,mg/kg,0.555,L/mg,no ph no clay
888,906,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.04,30.53,,,,huzhou,0-10,,,sediment,,,,other,,,,21.52,g/kg,,,,,,,,,,,,,,,,,0.53,363.6,mg/kg,0.286,L/mg,no ph no clay
889,907,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.23,30.6,,,,huzhou,0-10,,,sediment,,,,other,,,,35.29,g/kg,,,,,,,,,,,,,,,,,0.378,415.5,mg/kg,0.435,L/mg,no ph no clay
890,908,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.18,30.65,,,,huzhou,0-10,,,sediment,,,,other,,,,32.99,g/kg,,,,,,,,,,,,,,,,,0.352,409.4,mg/kg,0.188,L/mg,no ph no clay
891,909,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.18,30.65,,,,huzhou,0-10,,,sediment,,,,other,,,,17.67,g/kg,,,,,,,,,,,,,,,,,0.533,374,mg/kg,0.145,L/mg,no ph no clay
892,910,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.24,30.53,,,,huzhou,0-10,,,sediment,,,,other,,,,24.87,g/kg,,,,,,,,,,,,,,,,,0.617,417.4,mg/kg,0.256,L/mg,no ph no clay
893,911,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.24,30.56,,,,huzhou,0-10,,,sediment,,,,other,,,,32.88,g/kg,,,,,,,,,,,,,,,,,0.629,439.3,mg/kg,0.134,L/mg,no ph no clay
894,912,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.72,30.83,,,,Jiaxing,0-10,,,sediment,,,,other,,,,26.82,g/kg,,,,,,,,,,,,,,,,,0.527,415.2,mg/kg,0.139,L/mg,no ph no clay
895,913,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.67,30.84,,,,Jiaxing,0-10,,,sediment,,,,other,,,,14.75,g/kg,,,,,,,,,,,,,,,,,0.64,428.6,mg/kg,0.154,L/mg,no ph no clay
896,914,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.78,30.89,,,,Jiaxing,0-10,,,sediment,,,,other,,,,60.6,g/kg,,,,,,,,,,,,,,,,,0.843,635.8,mg/kg,0.358,L/mg,no ph no clay
897,915,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.77,30.88,,,,Jiaxing,0-10,,,sediment,,,,other,,,,84.09,g/kg,,,,,,,,,,,,,,,,,1.2,464.4,mg/kg,0.23,L/mg,no ph no clay
898,916,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.77,30.97,,,,Jiaxing,0-10,,,sediment,,,,other,,,,48.74,g/kg,,,,,,,,,,,,,,,,,0.245,458.2,mg/kg,0.293,L/mg,no ph no clay
899,917,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.92,31,,,,Jiaxing,0-10,,,sediment,,,,other,,,,45.06,g/kg,,,,,,,,,,,,,,,,,0.671,480.7,mg/kg,0.178,L/mg,no ph no clay
900,918,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.76,30.5,,,,Jiaxing,0-10,,,sediment,,,,other,,,,13.28,g/kg,,,,,,,,,,,,,,,,,0.307,626.9,mg/kg,0.175,L/mg,no ph no clay
901,919,Zhaode Wang,2010,"Spatial Status and Retention Potential of Phosphorus in Riparian Wetlands of the Southern Taihu Basin, China",120.76,30.53,,,,Jiaxing,0-10,,,sediment,,,,other,,,,12.92,g/kg,,,,,,,,,,,,,,,,,0.755,705.5,mg/kg,0.148,L/mg,no ph no clay
902,920,Zhengjuan Yan,2018,Phosphorus transformation response to soil properties changes induced by manure application in a calcareous soil,116.55,40.22,,,Beijing,Beiyun River,0-30,,,cropland,,,,Inceptisols,,8.96,h2o,,,,,,,17.3,,59.5,,45.6,,,,,,,19.8,0.645,187,mg/kg,0.11,L/mg,
903,921,Zhengjuan Yan,2018,Phosphorus transformation response to soil properties changes induced by manure application in a calcareous soil,116.55,40.22,,,Beijing,Beiyun River,0-30,,,cropland,,,,Inceptisols,,8.61,h2o,,,,,,,17.3,,59.5,,46.5,,,,,,,41.6,1.107,285,mg/kg,0.06,L/mg,
904,922,Zhengjuan Yan,2018,Phosphorus transformation response to soil properties changes induced by manure application in a calcareous soil,116.55,40.22,,,Beijing,Beiyun River,0-30,,,cropland,,,,Inceptisols,,8.47,h2o,,,,,,,17.3,,59.5,,49.4,,,,,,,89.3,1.008,157,mg/kg,0.05,L/mg,
905,923,Zhenhua Wang,2012,Phosphorus Sorption-desorption Characteristics of Ditch Sediments from Different Land Uses in a Small Headwater Catchment in the Central Sichuan Basin of China,,,,,Sichuan,,0-5,,,sediment,forestland,,,Inceptisols,,8.2,h2o,45,g/kg,,,,,22.5,,41.5,,113.9,448.2,431.2,,Wolf and Baker 1990,,,10,0.427,163.9,mg/kg,0.14,L/mg,
906,924,Zhenhua Wang,2012,Phosphorus Sorption-desorption Characteristics of Ditch Sediments from Different Land Uses in a Small Headwater Catchment in the Central Sichuan Basin of China,,,,,Sichuan,,0-5,,,sediment,paddy field,,,Inceptisols,,7.3,h2o,25,g/kg,,,,,29.1,,48.5,,45.1,861.3,912.8,,Wolf and Baker 1990,,,16.1,0.589,263.7,mg/kg,0.46,L/mg,
907,925,Zhenhua Wang,2012,Phosphorus Sorption-desorption Characteristics of Ditch Sediments from Different Land Uses in a Small Headwater Catchment in the Central Sichuan Basin of China,,,,,Sichuan,,0-5,,,sediment,sloping cropland,,,Inceptisols,,7.8,h2o,16,g/kg,,,,,24.2,,37.7,,81.1,396.9,358.4,,Wolf and Baker 1990,,,23.3,0.718,159.7,mg/kg,0.13,L/mg,
908,926,Zhenhua Wang,2012,Phosphorus Sorption-desorption Characteristics of Ditch Sediments from Different Land Uses in a Small Headwater Catchment in the Central Sichuan Basin of China,,,,,Sichuan,,0-5,,,sediment,residental area,,,Inceptisols,,7.9,h2o,5,g/kg,,,,,17,,27.5,,89.2,637.2,576.8,,Wolf and Baker 1990,,,44.9,0.486,198.9,mg/kg,0.26,L/mg,
909,927,Zhenhua Wang,2012,Phosphorus Sorption-desorption Characteristics of Ditch Sediments from Different Land Uses in a Small Headwater Catchment in the Central Sichuan Basin of China,,,,,Sichuan,,0-5,,,sediment,mixed,,,Inceptisols,,7.4,h2o,24,g/kg,,,,,29.6,,43.9,,67.7,729,711.2,,Wolf and Baker 1990,,,30,0.578,226.6,mg/kg,0.34,L/mg,
910,928,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,dry land,,???,,Inceptisols,,5.1,h2o,1.25,g/kg,,,,,,,,,,,,,,,,,0.088,606,mg/kg,6.96,L/mg,
911,929,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,Paddy Soil,,????,,Inceptisols,,5.67,h2o,2.05,g/kg,,,,,,,,,,,,,,,,,0.097,431,mg/kg,2.3,L/mg,
912,930,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,Paddy Soil,,????,,Inceptisols,,5.32,h2o,2.55,g/kg,,,,,,,,,,,,,,,,,0.14,323,mg/kg,1.31,L/mg,
913,931,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,Paddy Soil,,???,,Inceptisols,,5.7,h2o,3.46,g/kg,,,,,,,,,,,,,,,,,0.12,420,mg/kg,1.9,L/mg,
914,932,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,Paddy Soil,,???,,Inceptisols,,5.4,h2o,3.52,g/kg,,,,,,,,,,,,,,,,,0.13,426,mg/kg,1.55,L/mg,
915,933,Zhenli He,1988,???????????????????????,120.1536,30.2655,,,Zhejiang,,,,,Paddy Soil,,???,,Inceptisols,,7.4,h2o,3.45,g/kg,,,,,,,,,,,,,,,,,0.14,337,mg/kg,0.884,L/mg,
916,934,Zhihong Cao,1988,?????????????,,,,,Henan,,381.5,,,,23,??,,Inceptisols,,8.2,h2o,9.5,g/kg,,,,,56.2,,,,,,,,,,,,0.6,381.5,mg/kg,0.29,L/mg,
