Source,ID,ID_other,Author,Location,pH,som[mg/kg],clay[%],Fe[mg/kg],Al[mg/kg],pox[mg/kg],polsen[mg/kg]
QY_inve,205,,,,5.8,13.60374107,6.361333333,2934.086,1201.376,615.794,78.41
QY_inve,206,,,,7.66,21.75682507,7.215166667,1603.062,1196.204,251.646,9.06
QY_inve,207,,,,5.22,23.69712322,5.797166667,2234.678,1221.16,81.538,2.06
QY_inve,208,,,,7.97,23.97146701,3.047833333,4798.274,971.128,157.038,70.63
QY_inve,209,,,,4.96,23.26086758,8.756333333,1465.454,1251.792,19.942,1.96
QY_inve,211,,,,5.17,14.86679428,23.93883333,2190.374,1429.204,15.726,24.965
QY_inve,213,,,,7.28,9.488988946,26.15816667,2515.09,1802.348,80.562,7.45
QY_inve,214,,,,6.72,4.749872455,17.2035,1036.858,911.468,19.378,0.925
QY_inve,216,,,,7.66,8.548831173,2.552666667,385.566,423.628,254.43,2.16
QY_inve,217,,,,5.06,19.03607786,4.203,705.618,710.032,9.782,4.245
QY_inve,218,,,,7.95,19.19553456,5.188444444,3619.894,1168.364,240.726,3.335
QY_inve,220,,,,6.93,11.52469731,5.0485,2137.322,808.556,90.482,18.64
QY_inve,222,,,,5.04,17.16554423,7.167333333,1613.206,790.18,169.182,5.395
QY_inve,223,,,,5.92,11.28297023,1.657142857,2017.926,647.592,108.066,13.58
QY_inve,224,,,,7.53,11.69732248,4.188833333,1304.164,878.82,28.986,20.87
QY_inve,225,,,,4.65,13.64071239,3.280333333,2181.836,1784.54,15.77,14.17
QY_inve,226,,,,7.23,6.553096019,25.67055556,2685.072,1919.744,30.758,12.08
QY_inve,228,,,,4.75,10.38705088,32.74183333,2278.692,2598.136,22.63,11.175
QY_inve,229,,,,4.84,9.725543444,22.0335,2362.256,1912.42,41.602,9.325
QY_inve,230,,,,7.82,9.957142018,11.686,1166.912,675.84,16.286,7.28
QY_inve,231,,,,7.78,25.95289836,8.033666667,10748.744,1857.996,331.478,13.875
QY_inve,232,,,,6.25,11.06988928,16.5076,1608.04,1479.988,222.89,4.6975
QY_inve,233,,,,6.11,27.09057382,12.25433333,2225.536,868.172,100.71,31.875
QY_inve,235,,,,7.34,18.39331969,4.023666667,1805.536,800.788,309.982,9.275
QY_inve,236,,,,7.61,21.3473518,1.742666667,4870.616,1014.456,457.358,31.63
QY_inve,237,,,,7.15,12.67059149,0.8826,1538.524,1007.196,299.294,10.03
QY_inve,239,,,,4.65,25.22395803,13.85666667,4209.112,2900.644,85.438,20.035
QY_inve,240,,,,4.97,5.562014548,13.80866667,1494.812,1724.476,13.31,11.385
QY_inve,241,,,,4.88,9.029975427,16.488,1507.584,1425.068,107.65,10.37
QY_inve,242,,,,7.26,13.79804674,4.342333333,1824.276,1246.76,94.266,9.56
QY_inve,243,,,,6.83,19.15887957,15.44416667,2266.36,1393.804,163.29,15.325
QY_inve,245,,,,4.61,15.81693865,10.27533333,1428.42,1611.756,22.33,37.22
QY_inve,246,,,,7.69,34.89742688,11.82166667,4457.636,1334.916,187.594,10.24
QY_inve,247,,,,6.42,10.40614706,8.357,1711.212,1144.992,46.742,4.68
QY_inve,248,,,,7.75,25.28212442,13.809,5779.528,1458.512,238.094,6.01
QY_inve,249,,,,7.45,12.65100348,11.13516667,2717.732,1367.452,132.506,11.065
QY_inve,250,,,,7.37,14.06440415,10.99666667,3395.688,1266.172,224.106,6.625
QY_inve,251,,,,5.29,9.798802583,7.278166667,1804.032,1310.084,199.382,13.12
QY_inve,252,,,,6.63,6.739852513,9.0005,2270.896,959.572,259.994,7.485
QY_inve,253,,,,6.65,13.8887597,4.264,3181.128,800.764,213.41,5.715
QY_inve,254,,,,6.95,8.044405663,2.585666667,1815.76,814.952,32.098,15.255
QY_inve,255,,,,5.1,10.2593103,2.441666667,1534.26,1211.972,137.794,8.715
QY_inve,256,,,,4.74,5.542276927,18.54666667,877.788,1349.824,7.178,4.525
QY_inve,257,,,,4.83,22.13908839,13.9595,2040.072,1962.688,26.638,24.27
QY_inve,258,,,,7.31,16.77888991,10.17133333,2505.136,1325.3,202.834,20.765
QY_inve,260,,,,4.84,11.85821389,13.495,2653.428,2009.692,61.366,9.92
QY_inve,261,,,,4.55,5.448984934,5.960833333,1134.072,1262.364,11.122,10.86
QY_inve,262,,,,4.48,15.10309601,4.873,1184.548,928.872,21.898,11.13
QY_inve,263,,,,5.32,3.970392268,0.909833333,1161.488,774.572,18.294,15.85
QY_inve,264,,,,6.3,27.3868393,9.188,4281.004,864.296,167.318,15.905
QY_inve,265,,,,4.51,11.03081492,22.86883333,1077.668,1309.104,10.362,14.54
QY_inve,266,,,,6.57,8.912200133,19.51,1662.244,1298.612,120.506,7.095
QY_inve,268,,,,6.39,10.5851437,22.14816667,1565.572,1146.472,44.738,23.745
QY_inve,269,,,,7.37,10.32950102,8.446166667,1561.912,1130.204,104.878,8.835
QY_inve,270,,,,7.48,35.26466568,2.407666667,6787.904,1267.168,358.662,11.85
QY_inve,271,,,,7.36,10.70593739,3.34,1431.944,853.2,25.834,15.495
QY_inve,272,,,,6.53,16.74355178,8.0515,3237.62,1050.744,150.334,13.52
QY_inve,273,,,,4.56,4.729077823,0.2845,827.792,1169.536,8.086,31.92
QY_inve,274,,,,7.56,14.27293085,12.97433333,1884.656,1376.46,123.99,36.385
QY_inve,275,,,,5.71,11.95186614,7.258666667,1520.224,1673.616,14.638,12.745
QY_inve,279,,,,7.48,15.99265058,11.04033333,3273.108,1558.428,215.642,7.8
QY_inve,281,,,,4.87,18.23222718,3.486,4122.944,2568.468,83.494,35.08
QY_inve,282,,,,7.45,8.977853354,16.64966667,1672.964,1269.056,67.21,19.165
QY_inve,283,,,,5.92,6.798639977,21.11066667,1248.548,1181.096,18.802,2.775
QY_inve,284,,,,6.6,20.42002851,17.3806,3118.488,1006.22,119.654,3.935
QY_inve,285,,,,6.78,21.16572852,10.31383333,5041.632,1116.464,292.558,6.725
QY_inve,287,,,,8.13,21.57838635,15.3235,4294.052,1455.524,319.702,10.51
QY_inve,288,,,,4.74,7.234179288,4.705833333,1061.9,891.224,12.086,4.005
QY_inve,289,,,,7.11,18.66391133,3.661166667,2874.728,682.116,131.214,2.85
QY_inve,290,,,,4.48,6.987517756,14.06816667,1181.216,1213.02,30.782,5.625
QY_inve,291,,,,6.76,28.34625881,0.2135,7144.08,1076.384,395.502,2.55
QY_inve,292,,,,4.74,6.407671146,0.1254,922.908,751.048,11.454,3.37
QY_inve,293,,,,6.43,23.07182748,10.22433333,3740.7,1172.4,175.662,32.365
QY_inve,295,,,,7.71,22.76092902,5.086666667,5820.964,1288.324,428.334,78.56
QY_inve,296,,,,6.14,18.85453828,10.016,3085.312,834.084,73.498,20.185
QY_inve,297,,,,7.69,27.93767951,10.13616667,4897.244,1096.816,444.302,14.68
QY_inve,300,,,,8.26,7.764239578,2.290333333,570.74,388.192,284.198,1.86
QY_inve,303,,,,4.73,8.003492744,8.9035,1406.168,1432.132,50.91,1.19
QY_inve,305,,,,4.66,3.364800502,19.0336,1189.064,1386.488,11.398,1.7
QY_inve,306,,,,4.81,8.282749881,9.5375,1646.532,1280.376,16.486,1.615
QY_inve,309,,,,5.62,7.686018661,5.4372,1390.772,905.252,45.434,2.64
QY_inve,313,,,,7.8,21.61620215,9.840833333,3052.088,1085.18,276.218,1.61
QY_inve,325,,,,6,5.557827826,12.95983333,2120.844,1462.816,159.642,4.22
QY_inve,326,,,,5.32,7.000744709,5.3695,1184.108,856.416,83.058,1.5
QY_inve,330,,,,5.96,10.7523857,5.264,1830.644,925.324,40.886,0.785
QY_inve,332,,,,5.19,7.770839837,15.982,1317.38,687.164,68.478,20.745
QY_inve,333,,,,7.04,13.78705045,3.831,2425.732,1586.296,464.686,1.145
Switherlands,2,378635,,,4.72,69.8545836,21.25,3165,1369.17,,
Switherlands,3,378635,,,4.81,16.3226596,22.65,3616.67,1235,,
Switherlands,4,378635,,,5.1,7.674386,26.28,3753.75,1235,,
Switherlands,5,378635,,,6,7.239076,16.95,2863.33,1083.75,,
Switherlands,6,378635,,,7.49,0,13.85,1432.5,527.5,,
Switherlands,8,378636,,,4.38,139.646586,35.65,8273.33,1908.75,,
Switherlands,9,378636,,,3.92,59.0552752,38.05,9758.33,1670,,
Switherlands,10,378636,,,4.02,21.3096744,37.85,10238.33,3095.83,,
Switherlands,11,378636,,,4.46,24.06704,25.1,11197.5,4745,,
Switherlands,12,378636,,,4.32,21.30864,11.7,3405,1084.17,,
Switherlands,14,378637,,,4.11,36.01436,11.5,1661.67,940.83,,
Switherlands,15,378637,,,4.13,11.70596,10.75,2758.75,1086.25,,
Switherlands,16,378637,,,4.18,5.41336,11.9,1695.42,1020.83,,
Switherlands,17,378637,,,4.62,0,10.95,2455.42,849.17,,
Switherlands,18,378637,,,4.75,0,7,2145,654.17,,
Switherlands,20,378638,,,4.58,48.5306,21.1,2191.25,1254.17,,
Switherlands,21,378638,,,5.27,46.15148,20.12,2347.08,1255.83,,
Switherlands,22,378638,,,5.6,9.08548,21.95,1758.75,1230,,
Switherlands,23,378638,,,5.71,9.70612,23.1,1359.58,1246.67,,
Switherlands,24,378638,,,6,4.6548,17.6,987.08,992.5,,
Switherlands,29,378639,,,3.15,31.58368,12.7,2827.5,1169.17,,
Switherlands,30,378639,,,3.34,26.13584,13.6,6180,2188.33,,
Switherlands,31,378639,,,3.77,31.08372,24.9,10305,4970.83,,
Switherlands,32,378639,,,4.64,11.4646,36.3,3221.67,1685,,
Switherlands,33,378639,,,7.09,9.360458,40.85,1920,976.67,,
Switherlands,35,378640,,,4.74,76.8581612,23.45,6399.17,2072.5,,
Switherlands,36,378640,,,5.16,36.1779676,26,6965,2142.5,,
Switherlands,37,378640,,,5.36,13.8099296,22.4,6907.5,2061.67,,
Switherlands,38,378640,,,5.88,0,13,2095,1139.17,,
Switherlands,39,378640,,,5.97,5.4574944,8.5,3989.17,1399.17,,
Switherlands,41,108087,,,7.32,96.5010724,29.35,1358.33,1109.17,,
Switherlands,42,108087,,,7.74,30.6954752,21.45,1095.83,984.17,,
Switherlands,43,108087,,,7.55,23.7268948,16.8,701.25,825,,
Switherlands,48,378641,,,3.22,155.7634,6.15,1948.33,1224.17,,
Switherlands,50,378641,,,3.95,19.34328,11.15,1822.08,1216.67,,
Switherlands,51,378641,,,3.95,5.36164,11.4,1805.42,910,,
Switherlands,52,378641,,,4.23,0,12.75,1747.92,720.83,,
Switherlands,53,378641,,,4.29,0,17.1,1811.25,952.5,,
Switherlands,55,378642,,,4.11,53.9612,18.65,2992.92,1250,,
Switherlands,56,378642,,,4.24,15.70564,19.8,3475.83,1223.33,,
Switherlands,57,378642,,,4.23,10.30952,19.15,3216.67,1202.5,,
Switherlands,58,378642,,,4.47,3.448,6.4,1185,529.17,,
Switherlands,61,378643,,,4.17,44.4792,20.25,3212.5,1305,,
Switherlands,62,378643,,,4.25,17.48136,17.3,3180,1214.17,,
Switherlands,63,378643,,,4.91,4.9996,14.95,3622.5,783.33,,
Switherlands,64,378643,,,5.18,0,11.8,2570,,,
Switherlands,67,378644,,,2.99,272.7368,45,3231.67,1252.5,,
Switherlands,68,378644,,,3.82,72.9162352,24.3,5565.83,1441.25,,
Switherlands,69,378644,,,4.31,20.03719,25.95,5940,1180,,
Switherlands,70,378644,,,5.22,10.2588344,41.75,5407.5,1155.83,,
Switherlands,72,378644,,,7.92,6.7127388,44.05,6619.17,1464.17,,
Switherlands,76,378645,,,3.38,57.70228,4.15,2835.83,1741.67,,
Switherlands,77,378645,,,4.04,35.44544,8.6,2538.75,2728.33,,
Switherlands,78,378645,,,4.15,11.18014,3.5,1433.75,1529.17,,
Switherlands,80,378645,,,4.22,0,8.25,2600.83,1232.5,,
Switherlands,81,378645,,,4.29,0,2.35,2039.58,959.17,,
Switherlands,83,378646,,,5.61,181.5532332,47.15,3070,868.33,,
Switherlands,84,378646,,,6.83,102.705576,37.85,3125.83,903.33,,
Switherlands,85,378646,,,7.45,29.7788244,26.9,1720.83,,,
Switherlands,86,378646,,,7.58,4.6684196,18.75,1262.5,,,
Switherlands,87,378646,,,7.65,0,13.5,1111.25,,,
Switherlands,89,378647,,,5.4,113.5648796,25.2,9703.33,2020,,
Switherlands,90,378647,,,5.47,29.500226,34.5,6155,1346.67,,
Switherlands,91,378647,,,6.41,9.8395576,33.1,3786.25,1080.83,,
Switherlands,93,378648,,,5.4,100.510062,38.3,5723.33,1703.33,,
Switherlands,94,378648,,,5.5,62.5041372,40.5,6185.83,1865.83,,
Switherlands,95,378648,,,6.23,31.4662756,37.85,6222.5,1719.17,,
Switherlands,96,378648,,,7.32,48.356476,30.9,6055.83,1507.5,,
Switherlands,97,378648,,,6.94,46.1551004,36.7,6089.17,1541.03,,
Switherlands,101,378649,,,3.59,57.1506,11.55,2330.83,2341.67,,
Switherlands,102,378649,,,3.89,34.5662,13.05,2123.33,2696.67,,
Switherlands,103,378649,,,4.06,9.84404,11.6,1920,1842.5,,
Switherlands,104,378649,,,3.93,0,11.7,3188.33,1819.17,,
Switherlands,110,378650,,,3.83,13.42996,16.7,2391.25,1644.17,,
Switherlands,111,378650,,,3.71,0,22.1,2455,1860,,
Switherlands,112,378650,,,3.68,0,20.55,2330.83,1702.5,,
Switherlands,113,378650,,,3.79,0,13.15,1637.5,1273.33,,
Switherlands,117,378651,,,3.42,212.63816,8.5,3456.25,4760.83,,
Switherlands,118,378651,,,3.54,41.06568,8.5,1908.75,1479.17,,
Switherlands,119,378651,,,3.89,14.10232,16,2075,1215,,
Switherlands,120,378651,,,3.97,4.4824,16.6,3850.83,1065.83,,
Switherlands,121,378651,,,4.13,0,12.15,4084.17,867.5,,
Switherlands,122,378651,,,4.38,0,11.45,3108.33,743.33,,
Switherlands,127,378652,,,3.23,50.7280104,19.62,6507.5,2125.83,,
Switherlands,128,378652,,,3.34,23.2983084,25.05,8268.33,2425.83,,
Switherlands,129,378652,,,3.62,16.6609084,26.35,6000,2235,,
Switherlands,130,378652,,,3.92,4.31,30.7,2142.5,1880,,
Switherlands,133,378653,,,6.09,49.5708616,20.35,1821.25,917.5,,
Switherlands,134,378653,,,5.77,28.13568,18.85,2833.75,919.17,,
Switherlands,135,378653,,,5.93,6.5512,25.6,2200.83,860,,
Switherlands,136,378653,,,6.3,5.0621812,22,1982.92,812.5,,
Switherlands,137,378653,,,7.54,0,23.05,899.58,636.25,,
Switherlands,142,378654,,,3.81,69.1324,15.55,2181.25,1459.17,,
Switherlands,143,378654,,,3.96,19.5674,14.4,1995.42,1493.33,,
Switherlands,144,378654,,,4.35,5.36164,23.55,2950.42,1757.5,,
Switherlands,145,378654,,,4.6,0,21.05,2749.58,1211.25,,
Switherlands,146,378654,,,4.72,0,17.15,1804.58,968.33,,
Switherlands,148,378655,,,7.04,71.7406396,24.95,1870,889.17,,
Switherlands,149,378655,,,7.44,25.7475952,23.1,1624.17,851.67,,
Switherlands,150,378655,,,7.75,6.9625464,12.6,441.17,,,
Switherlands,151,378655,,,7.87,0,7.95,320.25,,,
Switherlands,154,378656,,,4.88,69.57202,20.5,2500,1132.26,,
Switherlands,155,378656,,,6.21,23.55846,32.3,2812.5,1479.48,,
Switherlands,156,378656,,,7.44,9.21478,17.1,1487.5,711.73,,
Switherlands,157,378656,,,7.58,4.8703,12.35,1054.17,,,
Switherlands,158,378656,,,7.66,0,11.25,904.17,,,
Switherlands,161,378657,,,3.7,99.09552,11.4,3162.5,1785,,
Switherlands,162,378657,,,3.77,42.5397,21.7,3229.17,1635,,
Switherlands,163,378657,,,3.81,37.2815,16.9,3137.5,1550.83,,
Switherlands,164,378657,,,4.13,4.8272,15.65,2820.83,1043.09,,
Switherlands,165,378657,,,6.97,0,15.85,2350,574.82,,
Switherlands,166,378657,,,7.55,12.5208948,8.65,787.5,,,
Switherlands,168,378658,,,4.93,43.47066,17.35,2891.67,960,,
Switherlands,169,378658,,,4.54,13.91268,16.2,2933.33,882.5,,
Switherlands,170,378658,,,4.76,8.16314,17.75,3104.17,901.67,,
Switherlands,171,378658,,,5,6.26674,18.85,3833.33,1195.83,,
Switherlands,172,378658,,,5.09,0,14.2,3787.5,905,,
Switherlands,173,378658,,,5.23,0,6.1,2366.67,591.67,,
Switherlands,174,378658,,,5.38,0,3.15,2029.17,,,
Switherlands,181,378659,,,3.95,36.75568,12.45,2166.67,2447.5,,
Switherlands,182,378659,,,4.09,6.47362,9.95,1350,1449.17,,
Switherlands,184,378659,,,4.02,0,11.9,837.5,980.83,,
Switherlands,185,378659,,,4.3,0,8.95,933.33,608.33,,
Switherlands,186,378659,,,4.42,0,5.95,1070.83,552.5,,
Switherlands,192,378660,,,3.43,91.87196,21.4,8325,4708.33,,
Switherlands,194,378660,,,4.03,55.70244,17.65,5837.5,5658.33,,
Switherlands,195,378660,,,4.11,8.51656,16.1,4241.67,3225,,
Switherlands,196,378660,,,4.03,0,15.85,3166.67,2250,,
Switherlands,197,378660,,,3.95,0,13.6,2350,1733.33,,
Switherlands,198,378660,,,4.05,0,10.8,1808.33,1575,,
Switherlands,201,378661,,,7.71,52.6473396,28.95,4341.67,1333.33,,
Switherlands,202,378661,,,7.92,22.7933488,23.65,3316.67,866.67,,
Switherlands,203,378661,,,7.85,14.5602144,11.75,1783.33,433.33,,
Switherlands,204,378661,,,7.87,11.1066976,8,1250,333.33,,
Switherlands,206,378662,,,6.21,157.5305,25.8,3225,1357.5,,
Switherlands,207,378662,,,6.75,67.08084,27.05,3391.67,1408.33,,
Switherlands,208,378662,,,7.29,24.4949368,24.5,3304.17,1224.17,,
Switherlands,209,378662,,,7.61,6.3103572,17.65,1925,,,
Switherlands,210,378662,,,7.66,3.9217552,11.2,1287.5,,,
Switherlands,212,378663,,,4.49,90.28588,22.45,1491.67,1225,,
Switherlands,213,378663,,,4.69,28.39428,20.3,1375,1150,,
Switherlands,214,378663,,,4.56,7.56836,22.4,1258.33,1191.67,,
Switherlands,215,378663,,,5.2,3.448,23.8,800,1083.33,,
Switherlands,216,378663,,,5.75,4.31,15.7,600,766.67,,
Switherlands,217,378663,,,7.04,9.0784116,7.4,8666.67,400,,
Switherlands,223,378664,,,3.11,24.46356,14.35,1337.5,1489.6,,
Switherlands,224,378664,,,3.25,63.1720148,16.5,3937.5,1981.7,,
Switherlands,225,378664,,,3.77,40.2123,23.85,11541.67,4671.15,,
Switherlands,230,378665,,,7.29,88.2772476,22.75,1475,976.95,,
Switherlands,231,378665,,,7.46,41.788036,18.5,1141.67,811.2,,
Switherlands,232,378665,,,7.54,25.151436,13.2,579.17,,,
Switherlands,233,378665,,,7.58,20.1678692,13.95,433.33,,,
Switherlands,234,378665,,,7.61,22.1902936,12,404.17,,,
Switherlands,236,378666,,,5.65,45.24638,14,1012.5,530,,
Switherlands,237,378666,,,4.63,11.3784,9.3,1025,536.67,,
Switherlands,238,378666,,,4.99,0,11.8,1083.33,,,
Switherlands,239,378666,,,6,5.5945524,11.65,912.5,,,
Switherlands,240,378666,,,7.56,0,8.25,295.83,,,
